id,file_id,from_employee_id,to_employee_id,performed_by_user_id,action_type,remarks,created_at,action_date
bd9efe68-3802-4156-afdd-c9a985180c30,5891f315-4f9d-4f22-9171-152700463add,34b9627f-c3e5-435b-b83d-1d6769ce63fb,fde52b52-6ad0-4a0c-8193-3e9a7c733be9,ceedaef4-18d6-46c9-9602-ee32c4d83e80,forwarded,forward,2025-12-29 17:11:20.969693+00,2026-01-02 16:29:04.671493+00
bfc6299c-8bd5-417d-9886-eefb5c8bd0e9,5891f315-4f9d-4f22-9171-152700463add,fde52b52-6ad0-4a0c-8193-3e9a7c733be9,34b9627f-c3e5-435b-b83d-1d6769ce63fb,ceedaef4-18d6-46c9-9602-ee32c4d83e80,forwarded,forward,2025-12-29 17:12:02.442433+00,2026-01-02 16:29:04.671493+00
c3748e4f-f542-42d7-a0ea-06eda8e22903,5891f315-4f9d-4f22-9171-152700463add,fde52b52-6ad0-4a0c-8193-3e9a7c733be9,34b9627f-c3e5-435b-b83d-1d6769ce63fb,ceedaef4-18d6-46c9-9602-ee32c4d83e80,forwarded,forward,2025-12-29 17:13:01.380574+00,2026-01-02 16:29:04.671493+00
c9a8e271-e12d-4017-a46c-61ce988cf850,51289c22-eeed-4b57-9de5-84d0f2e2dbda,c5682391-b240-4265-812a-2458af45cf8b,47e7204a-4fe9-43c1-82c4-9f33d63546b4,c3c65b43-f17b-4fd0-b7e4-c22853c783d6,forwarded,forwarded,2025-12-06 16:37:37.361399+00,2026-01-02 16:29:04.671493+00
d1f2c0ec-71e0-4296-a0ab-f03d765f03b6,5891f315-4f9d-4f22-9171-152700463add,8ca12ad2-f62d-430f-8057-c8a1fc41c0ef,34b9627f-c3e5-435b-b83d-1d6769ce63fb,ceedaef4-18d6-46c9-9602-ee32c4d83e80,forwarded,forward,2025-12-29 17:12:31.054833+00,2026-01-02 16:29:04.671493+00
d5aebb1e-cb69-4dce-afed-db720cf6f7e1,5891f315-4f9d-4f22-9171-152700463add,,de039bc4-66d8-4551-9f6d-80e7e31d34b3,c3c65b43-f17b-4fd0-b7e4-c22853c783d6,initiated,File initiated,2025-12-09 18:16:38.132871+00,2026-01-02 16:29:04.671493+00
d85453e9-778e-4f58-a15f-15bd94700e42,ca33e672-bd63-45df-881d-7f3216c2b263,696574d6-a746-4629-9737-e8fa01d96bee,78e0c9ab-a495-404a-989c-6d9ad990c9e2,c4b3b758-65ae-4223-a29e-a06b5673c736,forwarded,forwarded,2026-01-01 06:06:51.92591+00,2026-01-02 16:29:04.671493+00
e2c20799-4b3c-4308-a7ff-2cf9bbd6d249,51289c22-eeed-4b57-9de5-84d0f2e2dbda,47e7204a-4fe9-43c1-82c4-9f33d63546b4,c5682391-b240-4265-812a-2458af45cf8b,c3c65b43-f17b-4fd0-b7e4-c22853c783d6,forwarded,forwarded,2025-12-06 16:37:13.276722+00,2026-01-02 16:29:04.671493+00
e4a4d69f-4e1e-436d-8dc3-81057d4fc64a,51289c22-eeed-4b57-9de5-84d0f2e2dbda,eff66b18-307a-4a73-9ee2-a4835f7afb6a,47e7204a-4fe9-43c1-82c4-9f33d63546b4,c3c65b43-f17b-4fd0-b7e4-c22853c783d6,forwarded,forwarded,2025-12-06 16:36:59.437993+00,2026-01-02 16:29:04.671493+00
e8c4c6cf-dc1f-40c9-8fd7-e9d5ce9c70d2,51289c22-eeed-4b57-9de5-84d0f2e2dbda,eff66b18-307a-4a73-9ee2-a4835f7afb6a,e2bd2111-1dc8-4c9b-8c48-2764a26f24eb,c3c65b43-f17b-4fd0-b7e4-c22853c783d6,forwarded,forwarded,2025-12-06 16:43:56.93851+00,2026-01-02 16:29:04.671493+00
e8c7d6f8-e76b-4afd-a60f-f0634591a3b6,5891f315-4f9d-4f22-9171-152700463add,6d8dc6f2-81b5-4739-b76d-16ba355b0f8a,fde52b52-6ad0-4a0c-8193-3e9a7c733be9,ceedaef4-18d6-46c9-9602-ee32c4d83e80,forwarded,forward,2025-12-29 17:11:39.327952+00,2026-01-02 16:29:04.671493+00
efca8d4e-0f09-4aec-807f-29595c1627df,5891f315-4f9d-4f22-9171-152700463add,8ca12ad2-f62d-430f-8057-c8a1fc41c0ef,34b9627f-c3e5-435b-b83d-1d6769ce63fb,ceedaef4-18d6-46c9-9602-ee32c4d83e80,forwarded,forward,2025-12-29 17:13:36.941664+00,2026-01-02 16:29:04.671493+00
