id,jc_id,incoming_segment_id,incoming_fiber_no,outgoing_segment_id,outgoing_fiber_no,splice_type_id,logical_path_id,loss_db,created_at,updated_at
83f8abe2-4cdb-4cdd-9818-cf731a0f1adc,35364217-e223-439a-99f8-c8805bb4ecdd,f6530876-b5dc-42e2-b2fb-aee95ac83be0,39,40ce4760-c6a9-4be9-b2c7-fbf67a2a316e,39,a54cf3ef-aabf-4c07-a611-f297ee78136e,,0.30,2026-01-17 14:05:06.114709+00,
84345704-9494-4e22-9572-a560166d41cd,70fe9eb9-2cdf-44f8-8495-baf4c41c715f,e5e0c301-653a-4480-849e-fda995588efa,1,984b6447-7128-4563-ad05-1d8d9f411f04,25,a54cf3ef-aabf-4c07-a611-f297ee78136e,,0.30,2026-01-26 16:42:50.572325+00,
843d3993-2c3d-41d5-89e8-9befdba4f0b3,35364217-e223-439a-99f8-c8805bb4ecdd,f6530876-b5dc-42e2-b2fb-aee95ac83be0,46,40ce4760-c6a9-4be9-b2c7-fbf67a2a316e,46,a54cf3ef-aabf-4c07-a611-f297ee78136e,,0.30,2026-01-17 14:05:41.845009+00,
84e35ba4-8802-4150-a83a-963b6a144e84,35364217-e223-439a-99f8-c8805bb4ecdd,f6530876-b5dc-42e2-b2fb-aee95ac83be0,45,40ce4760-c6a9-4be9-b2c7-fbf67a2a316e,45,a54cf3ef-aabf-4c07-a611-f297ee78136e,,0.30,2026-01-17 14:05:35.330647+00,
8a36f9b1-8ab6-41f5-b30d-96a12e3bfee6,70fe9eb9-2cdf-44f8-8495-baf4c41c715f,984b6447-7128-4563-ad05-1d8d9f411f04,2,8dbe964e-1b6a-413f-9109-b3682af33722,2,a54cf3ef-aabf-4c07-a611-f297ee78136e,,0.30,2026-01-26 16:11:31.717211+00,
8b65cf99-43de-426f-8645-7ef6401edcaf,70fe9eb9-2cdf-44f8-8495-baf4c41c715f,e5e0c301-653a-4480-849e-fda995588efa,17,984b6447-7128-4563-ad05-1d8d9f411f04,41,a54cf3ef-aabf-4c07-a611-f297ee78136e,,0.30,2026-01-26 16:48:32.945112+00,
8b872581-64b2-44bc-9307-e56198a6b04c,4c3ec8a8-3d2a-4576-807b-39b8c9be6e45,f6530876-b5dc-42e2-b2fb-aee95ac83be0,70,e5e0c301-653a-4480-849e-fda995588efa,22,a54cf3ef-aabf-4c07-a611-f297ee78136e,,0.30,2026-01-26 16:59:26.964275+00,
8d9ac176-9635-4adf-9c48-e007cb72ce68,35364217-e223-439a-99f8-c8805bb4ecdd,f6530876-b5dc-42e2-b2fb-aee95ac83be0,16,40ce4760-c6a9-4be9-b2c7-fbf67a2a316e,16,a54cf3ef-aabf-4c07-a611-f297ee78136e,,0.30,2026-01-17 14:03:03.819049+00,
8deb3014-0c77-4a8d-93df-9766ccb6d4a6,35364217-e223-439a-99f8-c8805bb4ecdd,f6530876-b5dc-42e2-b2fb-aee95ac83be0,34,40ce4760-c6a9-4be9-b2c7-fbf67a2a316e,34,a54cf3ef-aabf-4c07-a611-f297ee78136e,,0.30,2026-01-17 14:04:46.988888+00,
960f2367-dcc7-48da-8beb-2a8157fa7abe,70fe9eb9-2cdf-44f8-8495-baf4c41c715f,984b6447-7128-4563-ad05-1d8d9f411f04,24,3e0aae2e-f820-4bc0-8083-db7bbd7cdd0d,24,a54cf3ef-aabf-4c07-a611-f297ee78136e,,0.30,2026-01-26 16:03:58.129429+00,
96644eea-4761-412e-b73d-befbdb20b90e,70fe9eb9-2cdf-44f8-8495-baf4c41c715f,e5e0c301-653a-4480-849e-fda995588efa,14,984b6447-7128-4563-ad05-1d8d9f411f04,38,a54cf3ef-aabf-4c07-a611-f297ee78136e,,0.30,2026-01-26 16:48:16.483266+00,
986d652f-66f9-4148-9caf-55761aa1234b,4c3ec8a8-3d2a-4576-807b-39b8c9be6e45,f6530876-b5dc-42e2-b2fb-aee95ac83be0,62,e5e0c301-653a-4480-849e-fda995588efa,14,a54cf3ef-aabf-4c07-a611-f297ee78136e,,0.30,2026-01-26 16:58:27.21471+00,
a98b21d5-e240-4421-b52e-c7ffafd1cb77,35364217-e223-439a-99f8-c8805bb4ecdd,f6530876-b5dc-42e2-b2fb-aee95ac83be0,36,40ce4760-c6a9-4be9-b2c7-fbf67a2a316e,36,a54cf3ef-aabf-4c07-a611-f297ee78136e,,0.30,2026-01-17 14:04:54.745193+00,
ae1d7e3e-365b-4da3-bde7-649ce648e49a,70fe9eb9-2cdf-44f8-8495-baf4c41c715f,e5e0c301-653a-4480-849e-fda995588efa,22,984b6447-7128-4563-ad05-1d8d9f411f04,46,a54cf3ef-aabf-4c07-a611-f297ee78136e,,0.30,2026-01-26 16:48:56.642789+00,
b1653814-0bef-4427-a4db-f84ac2facc0b,70fe9eb9-2cdf-44f8-8495-baf4c41c715f,984b6447-7128-4563-ad05-1d8d9f411f04,21,3e0aae2e-f820-4bc0-8083-db7bbd7cdd0d,21,a54cf3ef-aabf-4c07-a611-f297ee78136e,,0.30,2026-01-26 16:03:42.081615+00,
b54afc62-547e-4a28-aaaf-3c462d322f3c,70fe9eb9-2cdf-44f8-8495-baf4c41c715f,e5e0c301-653a-4480-849e-fda995588efa,7,984b6447-7128-4563-ad05-1d8d9f411f04,31,a54cf3ef-aabf-4c07-a611-f297ee78136e,,0.30,2026-01-26 16:47:40.332148+00,
b560f6f3-9be7-4f98-a6c3-6877e8ae0177,70fe9eb9-2cdf-44f8-8495-baf4c41c715f,e5e0c301-653a-4480-849e-fda995588efa,11,984b6447-7128-4563-ad05-1d8d9f411f04,35,a54cf3ef-aabf-4c07-a611-f297ee78136e,,0.30,2026-01-26 16:48:04.91279+00,
b6de68b9-8fd4-4a86-aab5-65c90ee0a043,35364217-e223-439a-99f8-c8805bb4ecdd,f6530876-b5dc-42e2-b2fb-aee95ac83be0,14,40ce4760-c6a9-4be9-b2c7-fbf67a2a316e,14,a54cf3ef-aabf-4c07-a611-f297ee78136e,,0.30,2026-01-17 14:02:56.156571+00,
b779c98f-ae5b-4c82-ab07-d3f750403fc5,4c3ec8a8-3d2a-4576-807b-39b8c9be6e45,f6530876-b5dc-42e2-b2fb-aee95ac83be0,67,e5e0c301-653a-4480-849e-fda995588efa,19,a54cf3ef-aabf-4c07-a611-f297ee78136e,,0.30,2026-01-26 16:59:13.143355+00,
ba3489cf-7252-4e68-9f3e-e262b251d1fc,70fe9eb9-2cdf-44f8-8495-baf4c41c715f,e5e0c301-653a-4480-849e-fda995588efa,3,984b6447-7128-4563-ad05-1d8d9f411f04,27,a54cf3ef-aabf-4c07-a611-f297ee78136e,,0.30,2026-01-26 16:47:24.8389+00,
bb66a2c9-1587-4247-92a8-2d08906954ef,4c3ec8a8-3d2a-4576-807b-39b8c9be6e45,f6530876-b5dc-42e2-b2fb-aee95ac83be0,94,e5e0c301-653a-4480-849e-fda995588efa,10,a54cf3ef-aabf-4c07-a611-f297ee78136e,,0.30,2026-01-26 16:57:35.201548+00,
c023aa33-af5a-4da3-ab13-2113434be2c2,4c3ec8a8-3d2a-4576-807b-39b8c9be6e45,f6530876-b5dc-42e2-b2fb-aee95ac83be0,91,e5e0c301-653a-4480-849e-fda995588efa,7,a54cf3ef-aabf-4c07-a611-f297ee78136e,,0.30,2026-01-26 16:53:13.207255+00,
c0518997-c588-4f6f-9473-585fb43e148d,70fe9eb9-2cdf-44f8-8495-baf4c41c715f,e5e0c301-653a-4480-849e-fda995588efa,23,984b6447-7128-4563-ad05-1d8d9f411f04,47,a54cf3ef-aabf-4c07-a611-f297ee78136e,,0.30,2026-01-26 16:49:00.797673+00,
c18bffd2-f1fb-4a88-8ca8-a69beedc4fbf,35364217-e223-439a-99f8-c8805bb4ecdd,f6530876-b5dc-42e2-b2fb-aee95ac83be0,19,40ce4760-c6a9-4be9-b2c7-fbf67a2a316e,19,a54cf3ef-aabf-4c07-a611-f297ee78136e,,0.30,2026-01-17 14:03:23.734995+00,
c2517565-cae4-46fe-ac7f-cd42d6e9f400,70fe9eb9-2cdf-44f8-8495-baf4c41c715f,e5e0c301-653a-4480-849e-fda995588efa,4,984b6447-7128-4563-ad05-1d8d9f411f04,28,a54cf3ef-aabf-4c07-a611-f297ee78136e,,0.30,2026-01-26 16:47:28.586984+00,
c7d85e28-d504-423c-b306-08eda57b4d24,35364217-e223-439a-99f8-c8805bb4ecdd,f6530876-b5dc-42e2-b2fb-aee95ac83be0,48,40ce4760-c6a9-4be9-b2c7-fbf67a2a316e,48,a54cf3ef-aabf-4c07-a611-f297ee78136e,,0.30,2026-01-17 14:05:49.15416+00,
cb55835d-daa5-4fd5-99bb-6caa2461df0d,70fe9eb9-2cdf-44f8-8495-baf4c41c715f,984b6447-7128-4563-ad05-1d8d9f411f04,23,3e0aae2e-f820-4bc0-8083-db7bbd7cdd0d,23,a54cf3ef-aabf-4c07-a611-f297ee78136e,,0.30,2026-01-26 16:03:49.922112+00,
cf2cb5cb-6e5d-489d-ab9c-26cae3b95ed5,35364217-e223-439a-99f8-c8805bb4ecdd,f6530876-b5dc-42e2-b2fb-aee95ac83be0,5,40ce4760-c6a9-4be9-b2c7-fbf67a2a316e,5,a54cf3ef-aabf-4c07-a611-f297ee78136e,,0.30,2026-01-17 14:02:01.719018+00,
cf4f2139-768f-4583-b1ad-7e1f79bcf9d0,70fe9eb9-2cdf-44f8-8495-baf4c41c715f,e5e0c301-653a-4480-849e-fda995588efa,24,984b6447-7128-4563-ad05-1d8d9f411f04,48,a54cf3ef-aabf-4c07-a611-f297ee78136e,,0.30,2026-01-26 16:49:10.196548+00,
