id,name,parent_id,status,created_at,updated_at
78aedb0e-71cd-4b28-a50b-39762010aa5e,TT/BARASAT,bc2b0e39-3bab-4ee7-8872-75690e13b297,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
7b8e55dc-c623-4683-9892-b89158d571ed,ATT/DMW/TBZ,bc2b0e39-3bab-4ee7-8872-75690e13b345,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
7e3d288f-95b7-4d2b-b944-3bbe0bff722b,AGM/PLG/BA_SOUTH,5373da47-8f83-4904-a0bc-3385aa760a47,true,2025-12-04 00:00:00+00,2025-12-04 00:00:00+00
7f4b8726-c86d-47f5-9e94-21040243debb,DGM TM,b11e49e5-856e-4472-9da3-ea31db0203cb,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
812fee47-ee3c-4aae-98b3-7389ed133409,Assistant Manager,,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
83c00002-6dac-44ea-b1ea-de9068f7d2ae,TT/TI/North,bc2b0e39-3bab-4ee7-8872-75690e13b297,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
866ff872-06af-41de-8f37-40464d50f585,Manager,,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
87886f29-f54f-4a16-86dd-25063c20de5b,JTO/TI/Central,22cc0565-b888-40ce-b717-25c6a423fc3c,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
87b0324c-2983-46dc-9d98-2b413ac3d9a3,JE/TB/NOC,764b4e06-2573-44f7-8e7a-5757e22e751d,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
88a61178-6569-4796-b5c8-d3bc0cb7ca59,SDE/DMW/TBZ,ea3d1b0e-d06a-4dd4-afb6-c59d62d6cb52,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
8a58cea8-d2a4-4b85-8e48-068ae144dacb,SDE/TI/EAST-I,ea3d1b0e-d06a-4dd4-afb6-c59d62d6cb52,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
8b9823f8-73d6-44bf-8614-416cf4734668,Senior Office Associate,,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
8d94be4c-3299-4d21-a54c-3ffd06b160cd,Divisional Engineer (DE),,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
90d80119-09a6-4c5b-abbd-5f24bbd8154e,DRIVER/TM/RT MTCE/TB,dd8241f0-2585-456f-b3e6-552453ac2d45,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
924e6439-e0fd-41f3-a1a3-63505eedf442,SDE/TM/HARINAVI-II,ea3d1b0e-d06a-4dd4-afb6-c59d62d6cb52,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
9336fd6e-aefe-45f4-8b4e-fb30631ee649,JTO/TM/SIB,22cc0565-b888-40ce-b717-25c6a423fc3c,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
9433ddc7-4102-49f7-81b8-614e9a77685f,DE/TM/SOUTH-II(L/A),8d94be4c-3299-4d21-a54c-3ffd06b160cd,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
94549f92-a11a-49b0-9b05-fb1d2c1ef683,DE/TM/South-I(L/A),8d94be4c-3299-4d21-a54c-3ffd06b160cd,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
9477f949-9218-4cd9-8e00-25e887736460,JTO/TM/PHT,22cc0565-b888-40ce-b717-25c6a423fc3c,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
949ac029-b047-4165-8e4e-4adf589700c5,JTO/TM/BAGBAZAR,22cc0565-b888-40ce-b717-25c6a423fc3c,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
95d7c735-f126-4203-a424-237182436927,DE/TI/East,8d94be4c-3299-4d21-a54c-3ffd06b160cd,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
9600df11-583c-4ff5-8a6e-021c973247e1,DE/TP-II,8d94be4c-3299-4d21-a54c-3ffd06b160cd,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
987d138a-f967-4a7c-9c92-bb1f9972db4e,SDE/TM/BKP(L/A),ea3d1b0e-d06a-4dd4-afb6-c59d62d6cb52,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
98e2ca6c-9921-43b1-9138-85cf2d08ff1f,DE/TI/South,8d94be4c-3299-4d21-a54c-3ffd06b160cd,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
99d4b224-9d2d-4b7f-aa11-bd539b9f6be9,JTO/TM/BKP,22cc0565-b888-40ce-b717-25c6a423fc3c,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
9ae957ac-7197-454d-938a-5ab553c2398b,Personal Assistant,,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
9c4c7dec-0550-4130-a60a-800aa301a621,JE/TM/TB,764b4e06-2573-44f7-8e7a-5757e22e751d,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
9dd24e5a-f917-4cc7-88ba-f57b993a50d8,TT/TM/BRS,bc2b0e39-3bab-4ee7-8872-75690e13b297,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
9f6924a8-6007-4965-b379-a2e4f2215028,JE/TI/South,764b4e06-2573-44f7-8e7a-5757e22e751d,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
a1b46592-5ca5-4a58-aa1b-369eb2c0f8bd,SDE/TM/Andul,ea3d1b0e-d06a-4dd4-afb6-c59d62d6cb52,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
a29552a0-c1f8-413b-8862-a271251ad539,SDE/TI/West,ea3d1b0e-d06a-4dd4-afb6-c59d62d6cb52,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
a5b778fd-c7c3-49e9-ab64-d36eda8e0bb2,M/DRIVER/TI/EAST,dd8241f0-2585-456f-b3e6-552453ac2d45,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
a6bd09bf-137e-4d5c-8f8a-7d68ee900d8c,JAO_TX,b3bdc8c5-2c5f-433e-afbd-8d87b61a637f,true,2026-01-01 05:58:44.857347+00,2026-01-01 05:58:44.857347+00
a6cb6b78-8ab3-4ae0-8bcc-5712654e9f9e,MOTOR DRIVER/TI/CEN,dd8241f0-2585-456f-b3e6-552453ac2d45,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
a88f0d7a-a7de-4936-af16-869dcdfa0f63,JTO/TM/Kalighat,22cc0565-b888-40ce-b717-25c6a423fc3c,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
ab2032cb-0c24-4475-b502-c600febe3179,SDE/TM/TBZ,ea3d1b0e-d06a-4dd4-afb6-c59d62d6cb52,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
abcdbc3a-1073-48d7-bd81-c2c935d49073,JE/TM/CNS,764b4e06-2573-44f7-8e7a-5757e22e751d,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
aed3ef08-af30-4cc4-a8ce-65c7998de834,SDE/PLG/BA_SOUTH,ea3d1b0e-d06a-4dd4-afb6-c59d62d6cb52,true,2025-12-04 00:00:00+00,2025-12-04 00:00:00+00
af01f145-6858-4a12-931e-be2cfe48f44c,JTO/TM/TELEPHONE BHAWAN,22cc0565-b888-40ce-b717-25c6a423fc3c,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
b0c43563-4642-47b7-b54c-a605770ddf24,JE/RT./BKP,764b4e06-2573-44f7-8e7a-5757e22e751d,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
b0cd5628-8c5a-4735-868d-b60b88663c23,GM/NWO/CFA,f8b43b6e-c6e1-4c38-b8fa-48f29e8eea24,true,2025-12-04 00:00:00+00,2025-12-04 00:00:00+00
b0d35e78-d362-4f4e-93e5-fe8828ccd879,JE/TM/SHB,764b4e06-2573-44f7-8e7a-5757e22e751d,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
b0eb1925-86c9-47f8-a988-12624f634833,JTO/TM/ALP,22cc0565-b888-40ce-b717-25c6a423fc3c,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
b11e49e5-856e-4472-9da3-ea31db0203cb,Deputy General Manager (DGM),,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
b3bdc8c5-2c5f-433e-afbd-8d87b61a637f,JUNIOR ACCOUNT OFFICER,,true,2026-01-01 05:55:07.332046+00,2026-01-01 05:55:07.332046+00
b665b9da-64cc-47f5-83ce-fece32ce7800,SDE/TM/New salkia(L/A),ea3d1b0e-d06a-4dd4-afb6-c59d62d6cb52,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
b783c8a5-2836-4dda-9f12-9f78e296c6a9,JTO/TM/CIRCUS,22cc0565-b888-40ce-b717-25c6a423fc3c,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
b7c650f5-72c3-4433-8308-991458fd1c0b,JE/TM/KGT,764b4e06-2573-44f7-8e7a-5757e22e751d,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
b7ec9ce7-b70e-4d2d-9b04-13d414de1611,AO CLAIM (MM-I)/ CAO/TX&PLG,c946a6e5-edd3-4936-ab18-81bdfaf409ca,true,2026-01-03 16:20:41.726561+00,2026-01-03 16:20:41.726561+00
b8098ea7-5db7-45dd-a91f-6f9622264965,JE/TM/TB(O&M),764b4e06-2573-44f7-8e7a-5757e22e751d,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
b8e16e69-0144-401e-bc56-34715e68aead,TT/Uluberia,bc2b0e39-3bab-4ee7-8872-75690e13b297,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
b90dc7a3-45b2-440b-a69d-4283aae3ba41,SDE/TM/TB(O&M),ea3d1b0e-d06a-4dd4-afb6-c59d62d6cb52,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
bb336e8c-1293-4c47-97a6-d55285d9b058,SDE/RT/HOOGHLY(L/A),ea3d1b0e-d06a-4dd4-afb6-c59d62d6cb52,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
bc2b0e39-3bab-4ee7-8872-75690e13b297,Telecom Technician,,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
bc2b0e39-3bab-4ee7-8872-75690e13b345,Assitant Telecom Technician (ATT),,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
bc5fc625-9687-4f0a-8ae6-18e8b447706e,JE/TM/ALP,764b4e06-2573-44f7-8e7a-5757e22e751d,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
bdb7291f-776b-48ba-8983-bdbc540c355f,TT/TI/EAST,bc2b0e39-3bab-4ee7-8872-75690e13b297,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
bea4f414-b976-4ff8-af5c-1501f06dd3af,Regular Mazdoor (RM),,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
bfe60cc8-afb0-47ba-bab0-912e4dac73f6,DE/TM/SLT,8d94be4c-3299-4d21-a54c-3ffd06b160cd,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
c374e2f7-1f40-407e-be7f-e26e6bff1195,DE/TP-III,8d94be4c-3299-4d21-a54c-3ffd06b160cd,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
c43c1e33-1328-44f5-8044-70a987f0e2a0,JTO/TI/EAST-1,22cc0565-b888-40ce-b717-25c6a423fc3c,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
c559b736-c8d4-4526-9a3a-61c6d7116a13,JTO/TI/EAST-II,22cc0565-b888-40ce-b717-25c6a423fc3c,true,2025-08-10 00:00:00+00,2025-12-04 00:00:00+00
