SL NO,Id,"Division Sub-Division",IP_ID/2G ID/3G ID,BTS NAME,"BBU_RING_NO [Parent ring]","BBU SEQ. NO",RING OFC READYNESS STATUS,ORIGINATING MAAN DETAILS,TERMINATING MAAN DETAILS,SELECT BBU RING,"PARENTED TO (RING NO)","PARENTED BTS (FOR LINEAR BTS)"
MAAN_ID_&_MAAN_NAME,SELECT MAAN,SELECT MAAN PORT,MAAN_ID_&_MAAN_NAME,SELECT MAAN,SELECT MAAN PORT
11,,"SOUTH-II HARINAVI","BSKOL09044 /Z2GJDPNBJDP2420 /Z3GJDPNBJDP5420",JOGIBARTALA,"HNV-02 [HNV-02]",1,,"KO-KTD-B32-HN-6007 Harinavi -B3(CAT2) /1 ETH-1-1-12","12988 No value Baruipur -B3(CAT2) /1 Boral ROU-A3(CAT2)/1 Harinavi -B3(CAT2) /1 Kamalgazi BTS-A3(CAT2) /1 Sonarpur -A4(CAT2) /1","ETH-1-1-12 No value ETH-1-1-17 ETH-1-1-18 ETH-1-1-19 ETH-1-1-20 ETH-1-1-13 ETH-1-1-14 ETH-1-1-15 ETH-1-1-16 ETH-1-1-1 ETH-1-1-10 ETH-1-1-11 ETH-1-1-12 ETH-1-1-2 ETH-1-1-3 ETH-1-1-4 ETH-1-1-5 ETH-1-1-6 ETH-1-1-7 ETH-1-1-8 ETH-1-1-9","KO-KTD-B32-BR-6005 Baruipur -B3(CAT2) /1 ETH-1-1-4","12986 No value Baruipur -B3(CAT2) /1 Boral ROU-A3(CAT2)/1 Harinavi -B3(CAT2) /1 Kamalgazi BTS-A3(CAT2) /1 Sonarpur -A4(CAT2) /1","ETH-1-1-4 No value ETH-1-1-17 ETH-1-1-18 ETH-1-1-19 ETH-1-1-20 ETH-1-1-13 ETH-1-1-14 ETH-1-1-15 ETH-1-1-16 ETH-1-1-1 ETH-1-1-10 ETH-1-1-11 ETH-1-1-12 ETH-1-1-2 ETH-1-1-3 ETH-1-1-4 ETH-1-1-5 ETH-1-1-6 ETH-1-1-7 ETH-1-1-8 ETH-1-1-9","HNV-02 Please select linear HNV-01 HNV-02 HNV-03 HNV-04 HNV-05 HNV-06 HNV-07 HNV-08 HNV-09 HNV-10 HNV-11 HNV-12 HNV-13 HNV-14 HNV-15 HNV-16 HNV-17 HNV-18 HNV-19 HNV-20 HNV-21 HNV-22 HNV-23 HNV-24 HNV-25"
12,,"SOUTH-II HARINAVI","BSKOL09052 /Z2GJDPNBJDP2421 /Z3GJDPNBJDP5421",BARUIPUR-II,"HNV-02 [HNV-02]",2,,"KO-KTD-B32-HN-6007 Harinavi -B3(CAT2) /1 ETH-1-1-12","12988 No value Baruipur -B3(CAT2) /1 Boral ROU-A3(CAT2)/1 Harinavi -B3(CAT2) /1 Kamalgazi BTS-A3(CAT2) /1 Sonarpur -A4(CAT2) /1","ETH-1-1-12 No value ETH-1-1-17 ETH-1-1-18 ETH-1-1-19 ETH-1-1-20 ETH-1-1-13 ETH-1-1-14 ETH-1-1-15 ETH-1-1-16 ETH-1-1-1 ETH-1-1-10 ETH-1-1-11 ETH-1-1-12 ETH-1-1-2 ETH-1-1-3 ETH-1-1-4 ETH-1-1-5 ETH-1-1-6 ETH-1-1-7 ETH-1-1-8 ETH-1-1-9","KO-KTD-B32-BR-6005 Baruipur -B3(CAT2) /1 ETH-1-1-4","12986 No value Baruipur -B3(CAT2) /1 Boral ROU-A3(CAT2)/1 Harinavi -B3(CAT2) /1 Kamalgazi BTS-A3(CAT2) /1 Sonarpur -A4(CAT2) /1","ETH-1-1-4 No value ETH-1-1-17 ETH-1-1-18 ETH-1-1-19 ETH-1-1-20 ETH-1-1-13 ETH-1-1-14 ETH-1-1-15 ETH-1-1-16 ETH-1-1-1 ETH-1-1-10 ETH-1-1-11 ETH-1-1-12 ETH-1-1-2 ETH-1-1-3 ETH-1-1-4 ETH-1-1-5 ETH-1-1-6 ETH-1-1-7 ETH-1-1-8 ETH-1-1-9","HNV-02 Please select linear HNV-01 HNV-02 HNV-03 HNV-04 HNV-05 HNV-06 HNV-07 HNV-08 HNV-09 HNV-10 HNV-11 HNV-12 HNV-13 HNV-14 HNV-15 HNV-16 HNV-17 HNV-18 HNV-19 HNV-20 HNV-21 HNV-22 HNV-23 HNV-24 HNV-25"
13,,"SOUTH-II HNV","IN-1105956 /No 2G /Z3GJDPIPJDP5520",MAHINAGAR II,"linear [HNV-02]",0,,"KO-KTD-B32-HN-6007 Harinavi -B3(CAT2) /1 ETH-1-1-12","12988 No value Baruipur -B3(CAT2) /1 Boral ROU-A3(CAT2)/1 Harinavi -B3(CAT2) /1 Kamalgazi BTS-A3(CAT2) /1 Sonarpur -A4(CAT2) /1","ETH-1-1-12 No value ETH-1-1-17 ETH-1-1-18 ETH-1-1-19 ETH-1-1-20 ETH-1-1-13 ETH-1-1-14 ETH-1-1-15 ETH-1-1-16 ETH-1-1-1 ETH-1-1-10 ETH-1-1-11 ETH-1-1-12 ETH-1-1-2 ETH-1-1-3 ETH-1-1-4 ETH-1-1-5 ETH-1-1-6 ETH-1-1-7 ETH-1-1-8 ETH-1-1-9","KO-KTD-B32-BR-6005 Baruipur -B3(CAT2) /1 ETH-1-1-4","12986 No value Baruipur -B3(CAT2) /1 Boral ROU-A3(CAT2)/1 Harinavi -B3(CAT2) /1 Kamalgazi BTS-A3(CAT2) /1 Sonarpur -A4(CAT2) /1","ETH-1-1-4 No value ETH-1-1-17 ETH-1-1-18 ETH-1-1-19 ETH-1-1-20 ETH-1-1-13 ETH-1-1-14 ETH-1-1-15 ETH-1-1-16 ETH-1-1-1 ETH-1-1-10 ETH-1-1-11 ETH-1-1-12 ETH-1-1-2 ETH-1-1-3 ETH-1-1-4 ETH-1-1-5 ETH-1-1-6 ETH-1-1-7 ETH-1-1-8 ETH-1-1-9","linear Please select linear HNV-01 HNV-02 HNV-03 HNV-04 HNV-05 HNV-06 HNV-07 HNV-08 HNV-09 HNV-10 HNV-11 HNV-12 HNV-13 HNV-14 HNV-15 HNV-16 HNV-17 HNV-18 HNV-19 HNV-20 HNV-21 HNV-22 HNV-23 HNV-24 HNV-25"
14,,"SOUTH-II HNV","KL5KOLKT085G /Z2GJDPIPJDP2480 /Z3GJDPIPJDP5480",MALLICKPUR III,"linear [HNV-02]",0,,"KO-KTD-B32-HN-6007 Harinavi -B3(CAT2) /1 ETH-1-1-12","12988 No value Baruipur -B3(CAT2) /1 Boral ROU-A3(CAT2)/1 Harinavi -B3(CAT2) /1 Kamalgazi BTS-A3(CAT2) /1 Sonarpur -A4(CAT2) /1","ETH-1-1-12 No value ETH-1-1-17 ETH-1-1-18 ETH-1-1-19 ETH-1-1-20 ETH-1-1-13 ETH-1-1-14 ETH-1-1-15 ETH-1-1-16 ETH-1-1-1 ETH-1-1-10 ETH-1-1-11 ETH-1-1-12 ETH-1-1-2 ETH-1-1-3 ETH-1-1-4 ETH-1-1-5 ETH-1-1-6 ETH-1-1-7 ETH-1-1-8 ETH-1-1-9","KO-KTD-B32-BR-6005 Baruipur -B3(CAT2) /1 ETH-1-1-4","12986 No value Baruipur -B3(CAT2) /1 Boral ROU-A3(CAT2)/1 Harinavi -B3(CAT2) /1 Kamalgazi BTS-A3(CAT2) /1 Sonarpur -A4(CAT2) /1","ETH-1-1-4 No value ETH-1-1-17 ETH-1-1-18 ETH-1-1-19 ETH-1-1-20 ETH-1-1-13 ETH-1-1-14 ETH-1-1-15 ETH-1-1-16 ETH-1-1-1 ETH-1-1-10 ETH-1-1-11 ETH-1-1-12 ETH-1-1-2 ETH-1-1-3 ETH-1-1-4 ETH-1-1-5 ETH-1-1-6 ETH-1-1-7 ETH-1-1-8 ETH-1-1-9","linear Please select linear HNV-01 HNV-02 HNV-03 HNV-04 HNV-05 HNV-06 HNV-07 HNV-08 HNV-09 HNV-10 HNV-11 HNV-12 HNV-13 HNV-14 HNV-15 HNV-16 HNV-17 HNV-18 HNV-19 HNV-20 HNV-21 HNV-22 HNV-23 HNV-24 HNV-25"
15,,"SOUTH-II HNV","WEBSOU0852 /0 /Z3GJDPIPJDP5549",BARUIPUR STATION BAZAR,"HNV-03 [HNV-03]",1,,"KO-KTD-B32-BR-6005 Baruipur -B3(CAT2) /1 ETH-1-1-3","12986 No value Baruipur -B3(CAT2) /1 Boral ROU-A3(CAT2)/1 Harinavi -B3(CAT2) /1 Kamalgazi BTS-A3(CAT2) /1 Sonarpur -A4(CAT2) /1","ETH-1-1-3 No value ETH-1-1-17 ETH-1-1-18 ETH-1-1-19 ETH-1-1-20 ETH-1-1-13 ETH-1-1-14 ETH-1-1-15 ETH-1-1-16 ETH-1-1-1 ETH-1-1-10 ETH-1-1-11 ETH-1-1-12 ETH-1-1-2 ETH-1-1-3 ETH-1-1-4 ETH-1-1-5 ETH-1-1-6 ETH-1-1-7 ETH-1-1-8 ETH-1-1-9","KO-KTD-B32-BR-6005 Baruipur -B3(CAT2) /1 ETH-1-1-3","12986 No value Baruipur -B3(CAT2) /1 Boral ROU-A3(CAT2)/1 Harinavi -B3(CAT2) /1 Kamalgazi BTS-A3(CAT2) /1 Sonarpur -A4(CAT2) /1","ETH-1-1-3 No value ETH-1-1-17 ETH-1-1-18 ETH-1-1-19 ETH-1-1-20 ETH-1-1-13 ETH-1-1-14 ETH-1-1-15 ETH-1-1-16 ETH-1-1-1 ETH-1-1-10 ETH-1-1-11 ETH-1-1-12 ETH-1-1-2 ETH-1-1-3 ETH-1-1-4 ETH-1-1-5 ETH-1-1-6 ETH-1-1-7 ETH-1-1-8 ETH-1-1-9","HNV-03 Please select linear HNV-01 HNV-02 HNV-03 HNV-04 HNV-05 HNV-06 HNV-07 HNV-08 HNV-09 HNV-10 HNV-11 HNV-12 HNV-13 HNV-14 HNV-15 HNV-16 HNV-17 HNV-18 HNV-19 HNV-20 HNV-21 HNV-22 HNV-23 HNV-24 HNV-25"
16,,"SOUTH-II HNV","IN-1134549 /No 2G /Z3GJDPIPJDP5527",KALYANPUR CHANDIPUR,"linear [HNV-03]",0,,"KO-KTD-B32-BR-6005 Baruipur -B3(CAT2) /1 ETH-1-1-3","12986 No value Baruipur -B3(CAT2) /1 Boral ROU-A3(CAT2)/1 Harinavi -B3(CAT2) /1 Kamalgazi BTS-A3(CAT2) /1 Sonarpur -A4(CAT2) /1","ETH-1-1-3 No value ETH-1-1-17 ETH-1-1-18 ETH-1-1-19 ETH-1-1-20 ETH-1-1-13 ETH-1-1-14 ETH-1-1-15 ETH-1-1-16 ETH-1-1-1 ETH-1-1-10 ETH-1-1-11 ETH-1-1-12 ETH-1-1-2 ETH-1-1-3 ETH-1-1-4 ETH-1-1-5 ETH-1-1-6 ETH-1-1-7 ETH-1-1-8 ETH-1-1-9","KO-KTD-B32-BR-6005 Baruipur -B3(CAT2) /1 ETH-1-1-3","12986 No value Baruipur -B3(CAT2) /1 Boral ROU-A3(CAT2)/1 Harinavi -B3(CAT2) /1 Kamalgazi BTS-A3(CAT2) /1 Sonarpur -A4(CAT2) /1","ETH-1-1-3 No value ETH-1-1-17 ETH-1-1-18 ETH-1-1-19 ETH-1-1-20 ETH-1-1-13 ETH-1-1-14 ETH-1-1-15 ETH-1-1-16 ETH-1-1-1 ETH-1-1-10 ETH-1-1-11 ETH-1-1-12 ETH-1-1-2 ETH-1-1-3 ETH-1-1-4 ETH-1-1-5 ETH-1-1-6 ETH-1-1-7 ETH-1-1-8 ETH-1-1-9","linear Please select linear HNV-01 HNV-02 HNV-03 HNV-04 HNV-05 HNV-06 HNV-07 HNV-08 HNV-09 HNV-10 HNV-11 HNV-12 HNV-13 HNV-14 HNV-15 HNV-16 HNV-17 HNV-18 HNV-19 HNV-20 HNV-21 HNV-22 HNV-23 HNV-24 HNV-25"
17,,"SOUTH-II HNV","KO/KL/BS/148406 /Z2GJDPIPJDP2507 /Z3GJDPIPJDP5507",UTTAR KALYANPUR,"linear [HNV-03]",0,,"KO-KTD-B32-BR-6005 Baruipur -B3(CAT2) /1 ETH-1-1-3","12986 No value Baruipur -B3(CAT2) /1 Boral ROU-A3(CAT2)/1 Harinavi -B3(CAT2) /1 Kamalgazi BTS-A3(CAT2) /1 Sonarpur -A4(CAT2) /1","ETH-1-1-3 No value ETH-1-1-17 ETH-1-1-18 ETH-1-1-19 ETH-1-1-20 ETH-1-1-13 ETH-1-1-14 ETH-1-1-15 ETH-1-1-16 ETH-1-1-1 ETH-1-1-10 ETH-1-1-11 ETH-1-1-12 ETH-1-1-2 ETH-1-1-3 ETH-1-1-4 ETH-1-1-5 ETH-1-1-6 ETH-1-1-7 ETH-1-1-8 ETH-1-1-9","KO-KTD-B32-BR-6005 Baruipur -B3(CAT2) /1 ETH-1-1-3","12986 No value Baruipur -B3(CAT2) /1 Boral ROU-A3(CAT2)/1 Harinavi -B3(CAT2) /1 Kamalgazi BTS-A3(CAT2) /1 Sonarpur -A4(CAT2) /1","ETH-1-1-3 No value ETH-1-1-17 ETH-1-1-18 ETH-1-1-19 ETH-1-1-20 ETH-1-1-13 ETH-1-1-14 ETH-1-1-15 ETH-1-1-16 ETH-1-1-1 ETH-1-1-10 ETH-1-1-11 ETH-1-1-12 ETH-1-1-2 ETH-1-1-3 ETH-1-1-4 ETH-1-1-5 ETH-1-1-6 ETH-1-1-7 ETH-1-1-8 ETH-1-1-9","linear Please select linear HNV-01 HNV-02 HNV-03 HNV-04 HNV-05 HNV-06 HNV-07 HNV-08 HNV-09 HNV-10 HNV-11 HNV-12 HNV-13 HNV-14 HNV-15 HNV-16 HNV-17 HNV-18 HNV-19 HNV-20 HNV-21 HNV-22 HNV-23 HNV-24 HNV-25"
18,,"South-II HNV","BSKOL09002 /Z2GJDPBSJDP2435 /Z3GJDPBSJDP5531",BARUIPUR EXCH,"HNV-04 [HNV-04]",1,,"KO-KTD-B32-BR-6005 Baruipur -B3(CAT2) /1 ETH-1-1-5","12986 No value Baruipur -B3(CAT2) /1 Boral ROU-A3(CAT2)/1 Harinavi -B3(CAT2) /1 Kamalgazi BTS-A3(CAT2) /1 Sonarpur -A4(CAT2) /1","ETH-1-1-5 No value ETH-1-1-17 ETH-1-1-18 ETH-1-1-19 ETH-1-1-20 ETH-1-1-13 ETH-1-1-14 ETH-1-1-15 ETH-1-1-16 ETH-1-1-1 ETH-1-1-10 ETH-1-1-11 ETH-1-1-12 ETH-1-1-2 ETH-1-1-3 ETH-1-1-4 ETH-1-1-5 ETH-1-1-6 ETH-1-1-7 ETH-1-1-8 ETH-1-1-9","KO-KTD-B32-HN-6007 Harinavi -B3(CAT2) /1 ETH-1-1-5","12988 No value Baruipur -B3(CAT2) /1 Boral ROU-A3(CAT2)/1 Harinavi -B3(CAT2) /1 Kamalgazi BTS-A3(CAT2) /1 Sonarpur -A4(CAT2) /1","ETH-1-1-5 No value ETH-1-1-17 ETH-1-1-18 ETH-1-1-19 ETH-1-1-20 ETH-1-1-13 ETH-1-1-14 ETH-1-1-15 ETH-1-1-16 ETH-1-1-1 ETH-1-1-10 ETH-1-1-11 ETH-1-1-12 ETH-1-1-2 ETH-1-1-3 ETH-1-1-4 ETH-1-1-5 ETH-1-1-6 ETH-1-1-7 ETH-1-1-8 ETH-1-1-9","HNV-04 Please select linear HNV-01 HNV-02 HNV-03 HNV-04 HNV-05 HNV-06 HNV-07 HNV-08 HNV-09 HNV-10 HNV-11 HNV-12 HNV-13 HNV-14 HNV-15 HNV-16 HNV-17 HNV-18 HNV-19 HNV-20 HNV-21 HNV-22 HNV-23 HNV-24 HNV-25"
19,,"South-II HNV","BSKOL09035 /Z2GJDPNBJDP2419 /Z3GJDPNBJDP5419",BARUIPUR RAIL CROSSING,"HNV-04 [HNV-04]",1,,"KO-KTD-B32-BR-6005 Baruipur -B3(CAT2) /1 ETH-1-1-5","12986 No value Baruipur -B3(CAT2) /1 Boral ROU-A3(CAT2)/1 Harinavi -B3(CAT2) /1 Kamalgazi BTS-A3(CAT2) /1 Sonarpur -A4(CAT2) /1","ETH-1-1-5 No value ETH-1-1-17 ETH-1-1-18 ETH-1-1-19 ETH-1-1-20 ETH-1-1-13 ETH-1-1-14 ETH-1-1-15 ETH-1-1-16 ETH-1-1-1 ETH-1-1-10 ETH-1-1-11 ETH-1-1-12 ETH-1-1-2 ETH-1-1-3 ETH-1-1-4 ETH-1-1-5 ETH-1-1-6 ETH-1-1-7 ETH-1-1-8 ETH-1-1-9","KO-KTD-B32-HN-6007 Harinavi -B3(CAT2) /1 ETH-1-1-5","12988 No value Baruipur -B3(CAT2) /1 Boral ROU-A3(CAT2)/1 Harinavi -B3(CAT2) /1 Kamalgazi BTS-A3(CAT2) /1 Sonarpur -A4(CAT2) /1","ETH-1-1-5 No value ETH-1-1-17 ETH-1-1-18 ETH-1-1-19 ETH-1-1-20 ETH-1-1-13 ETH-1-1-14 ETH-1-1-15 ETH-1-1-16 ETH-1-1-1 ETH-1-1-10 ETH-1-1-11 ETH-1-1-12 ETH-1-1-2 ETH-1-1-3 ETH-1-1-4 ETH-1-1-5 ETH-1-1-6 ETH-1-1-7 ETH-1-1-8 ETH-1-1-9","HNV-04 Please select linear HNV-01 HNV-02 HNV-03 HNV-04 HNV-05 HNV-06 HNV-07 HNV-08 HNV-09 HNV-10 HNV-11 HNV-12 HNV-13 HNV-14 HNV-15 HNV-16 HNV-17 HNV-18 HNV-19 HNV-20 HNV-21 HNV-22 HNV-23 HNV-24 HNV-25"
20,,"SOUTH-II HNV","WEBKOL1163 /Z2GJDPIPJDP2458 /Z3GJDPIPJDP5458",BARUIPUR-3,"HNV-05 [HNV-05]",1,,"KO-KTD-B32-BR-6005 Baruipur -B3(CAT2) /1 ETH-1-1-6","12986 No value Baruipur -B3(CAT2) /1 Boral ROU-A3(CAT2)/1 Harinavi -B3(CAT2) /1 Kamalgazi BTS-A3(CAT2) /1 Sonarpur -A4(CAT2) /1","ETH-1-1-6 No value ETH-1-1-17 ETH-1-1-18 ETH-1-1-19 ETH-1-1-20 ETH-1-1-13 ETH-1-1-14 ETH-1-1-15 ETH-1-1-16 ETH-1-1-1 ETH-1-1-10 ETH-1-1-11 ETH-1-1-12 ETH-1-1-2 ETH-1-1-3 ETH-1-1-4 ETH-1-1-5 ETH-1-1-6 ETH-1-1-7 ETH-1-1-8 ETH-1-1-9","KO-KTD-B32-BR-6005 Baruipur -B3(CAT2) /1 ETH-1-1-6","12986 No value Baruipur -B3(CAT2) /1 Boral ROU-A3(CAT2)/1 Harinavi -B3(CAT2) /1 Kamalgazi BTS-A3(CAT2) /1 Sonarpur -A4(CAT2) /1","ETH-1-1-6 No value ETH-1-1-17 ETH-1-1-18 ETH-1-1-19 ETH-1-1-20 ETH-1-1-13 ETH-1-1-14 ETH-1-1-15 ETH-1-1-16 ETH-1-1-1 ETH-1-1-10 ETH-1-1-11 ETH-1-1-12 ETH-1-1-2 ETH-1-1-3 ETH-1-1-4 ETH-1-1-5 ETH-1-1-6 ETH-1-1-7 ETH-1-1-8 ETH-1-1-9","HNV-05 Please select linear HNV-01 HNV-02 HNV-03 HNV-04 HNV-05 HNV-06 HNV-07 HNV-08 HNV-09 HNV-10 HNV-11 HNV-12 HNV-13 HNV-14 HNV-15 HNV-16 HNV-17 HNV-18 HNV-19 HNV-20 HNV-21 HNV-22 HNV-23 HNV-24 HNV-25"
21,,"SOUTH-II HNV","KO/KL/AT/11285 /0 /Z3GJDPIPJDP5548",Sasan_Baruipur,"linear [HNV-05]",0,,"KO-KTD-B32-BR-6005 Baruipur -B3(CAT2) /1 ETH-1-1-6","12986 No value Baruipur -B3(CAT2) /1 Boral ROU-A3(CAT2)/1 Harinavi -B3(CAT2) /1 Kamalgazi BTS-A3(CAT2) /1 Sonarpur -A4(CAT2) /1","ETH-1-1-6 No value ETH-1-1-17 ETH-1-1-18 ETH-1-1-19 ETH-1-1-20 ETH-1-1-13 ETH-1-1-14 ETH-1-1-15 ETH-1-1-16 ETH-1-1-1 ETH-1-1-10 ETH-1-1-11 ETH-1-1-12 ETH-1-1-2 ETH-1-1-3 ETH-1-1-4 ETH-1-1-5 ETH-1-1-6 ETH-1-1-7 ETH-1-1-8 ETH-1-1-9","KO-KTD-B32-BR-6005 Baruipur -B3(CAT2) /1 ETH-1-1-6","12986 No value Baruipur -B3(CAT2) /1 Boral ROU-A3(CAT2)/1 Harinavi -B3(CAT2) /1 Kamalgazi BTS-A3(CAT2) /1 Sonarpur -A4(CAT2) /1","ETH-1-1-6 No value ETH-1-1-17 ETH-1-1-18 ETH-1-1-19 ETH-1-1-20 ETH-1-1-13 ETH-1-1-14 ETH-1-1-15 ETH-1-1-16 ETH-1-1-1 ETH-1-1-10 ETH-1-1-11 ETH-1-1-12 ETH-1-1-2 ETH-1-1-3 ETH-1-1-4 ETH-1-1-5 ETH-1-1-6 ETH-1-1-7 ETH-1-1-8 ETH-1-1-9","linear Please select linear HNV-01 HNV-02 HNV-03 HNV-04 HNV-05 HNV-06 HNV-07 HNV-08 HNV-09 HNV-10 HNV-11 HNV-12 HNV-13 HNV-14 HNV-15 HNV-16 HNV-17 HNV-18 HNV-19 HNV-20 HNV-21 HNV-22 HNV-23 HNV-24 HNV-25"
22,,"SOUTH-II HNV","WEBSOU0785 /Z2GJDPIPJDP2489 /Z3GJDPIPJDP5489",Baruipur Kalyanpur,"linear [HNV-05]",0,,"KO-KTD-B32-BR-6005 Baruipur -B3(CAT2) /1 ETH-1-1-6","12986 No value Baruipur -B3(CAT2) /1 Boral ROU-A3(CAT2)/1 Harinavi -B3(CAT2) /1 Kamalgazi BTS-A3(CAT2) /1 Sonarpur -A4(CAT2) /1","ETH-1-1-6 No value ETH-1-1-17 ETH-1-1-18 ETH-1-1-19 ETH-1-1-20 ETH-1-1-13 ETH-1-1-14 ETH-1-1-15 ETH-1-1-16 ETH-1-1-1 ETH-1-1-10 ETH-1-1-11 ETH-1-1-12 ETH-1-1-2 ETH-1-1-3 ETH-1-1-4 ETH-1-1-5 ETH-1-1-6 ETH-1-1-7 ETH-1-1-8 ETH-1-1-9","KO-KTD-B32-BR-6005 Baruipur -B3(CAT2) /1 ETH-1-1-6","12986 No value Baruipur -B3(CAT2) /1 Boral ROU-A3(CAT2)/1 Harinavi -B3(CAT2) /1 Kamalgazi BTS-A3(CAT2) /1 Sonarpur -A4(CAT2) /1","ETH-1-1-6 No value ETH-1-1-17 ETH-1-1-18 ETH-1-1-19 ETH-1-1-20 ETH-1-1-13 ETH-1-1-14 ETH-1-1-15 ETH-1-1-16 ETH-1-1-1 ETH-1-1-10 ETH-1-1-11 ETH-1-1-12 ETH-1-1-2 ETH-1-1-3 ETH-1-1-4 ETH-1-1-5 ETH-1-1-6 ETH-1-1-7 ETH-1-1-8 ETH-1-1-9","linear Please select linear HNV-01 HNV-02 HNV-03 HNV-04 HNV-05 HNV-06 HNV-07 HNV-08 HNV-09 HNV-10 HNV-11 HNV-12 HNV-13 HNV-14 HNV-15 HNV-16 HNV-17 HNV-18 HNV-19 HNV-20 HNV-21 HNV-22 HNV-23 HNV-24 HNV-25"
23,,"SOUTH-II HNV","IN-1107461 /Z2GJDPIPJDP2537 /Z3GJDPIPJDP5537",Baruipur Phultala,"HNV-06 [HNV-06]",1,,"KO-KTD-B32-BR-6005 Baruipur -B3(CAT2) /1 ETH-1-1-7","12986 No value Baruipur -B3(CAT2) /1 Boral ROU-A3(CAT2)/1 Harinavi -B3(CAT2) /1 Kamalgazi BTS-A3(CAT2) /1 Sonarpur -A4(CAT2) /1","ETH-1-1-7 No value ETH-1-1-17 ETH-1-1-18 ETH-1-1-19 ETH-1-1-20 ETH-1-1-13 ETH-1-1-14 ETH-1-1-15 ETH-1-1-16 ETH-1-1-1 ETH-1-1-10 ETH-1-1-11 ETH-1-1-12 ETH-1-1-2 ETH-1-1-3 ETH-1-1-4 ETH-1-1-5 ETH-1-1-6 ETH-1-1-7 ETH-1-1-8 ETH-1-1-9","KO-KTD-B32-BR-6005 Baruipur -B3(CAT2) /1 ETH-1-1-8","12986 No value Baruipur -B3(CAT2) /1 Boral ROU-A3(CAT2)/1 Harinavi -B3(CAT2) /1 Kamalgazi BTS-A3(CAT2) /1 Sonarpur -A4(CAT2) /1","ETH-1-1-8 No value ETH-1-1-17 ETH-1-1-18 ETH-1-1-19 ETH-1-1-20 ETH-1-1-13 ETH-1-1-14 ETH-1-1-15 ETH-1-1-16 ETH-1-1-1 ETH-1-1-10 ETH-1-1-11 ETH-1-1-12 ETH-1-1-2 ETH-1-1-3 ETH-1-1-4 ETH-1-1-5 ETH-1-1-6 ETH-1-1-7 ETH-1-1-8 ETH-1-1-9","HNV-06 Please select linear HNV-01 HNV-02 HNV-03 HNV-04 HNV-05 HNV-06 HNV-07 HNV-08 HNV-09 HNV-10 HNV-11 HNV-12 HNV-13 HNV-14 HNV-15 HNV-16 HNV-17 HNV-18 HNV-19 HNV-20 HNV-21 HNV-22 HNV-23 HNV-24 HNV-25"
24,,"SOUTH-II HNV","WEBQKL0069 /Z2GJDPIPJDP2445 /Z3GJDPIPJDP5445",PIYALI TOWN-2,"HNV-06 [HNV-06]",2,,"KO-KTD-B32-BR-6005 Baruipur -B3(CAT2) /1 ETH-1-1-7","12986 No value Baruipur -B3(CAT2) /1 Boral ROU-A3(CAT2)/1 Harinavi -B3(CAT2) /1 Kamalgazi BTS-A3(CAT2) /1 Sonarpur -A4(CAT2) /1","ETH-1-1-7 No value ETH-1-1-17 ETH-1-1-18 ETH-1-1-19 ETH-1-1-20 ETH-1-1-13 ETH-1-1-14 ETH-1-1-15 ETH-1-1-16 ETH-1-1-1 ETH-1-1-10 ETH-1-1-11 ETH-1-1-12 ETH-1-1-2 ETH-1-1-3 ETH-1-1-4 ETH-1-1-5 ETH-1-1-6 ETH-1-1-7 ETH-1-1-8 ETH-1-1-9","KO-KTD-B32-BR-6005 Baruipur -B3(CAT2) /1 ETH-1-1-8","12986 No value Baruipur -B3(CAT2) /1 Boral ROU-A3(CAT2)/1 Harinavi -B3(CAT2) /1 Kamalgazi BTS-A3(CAT2) /1 Sonarpur -A4(CAT2) /1","ETH-1-1-8 No value ETH-1-1-17 ETH-1-1-18 ETH-1-1-19 ETH-1-1-20 ETH-1-1-13 ETH-1-1-14 ETH-1-1-15 ETH-1-1-16 ETH-1-1-1 ETH-1-1-10 ETH-1-1-11 ETH-1-1-12 ETH-1-1-2 ETH-1-1-3 ETH-1-1-4 ETH-1-1-5 ETH-1-1-6 ETH-1-1-7 ETH-1-1-8 ETH-1-1-9","HNV-06 Please select linear HNV-01 HNV-02 HNV-03 HNV-04 HNV-05 HNV-06 HNV-07 HNV-08 HNV-09 HNV-10 HNV-11 HNV-12 HNV-13 HNV-14 HNV-15 HNV-16 HNV-17 HNV-18 HNV-19 HNV-20 HNV-21 HNV-22 HNV-23 HNV-24 HNV-25"
